sector,macro,delta_ctrl,t_delta_ctrl,p_delta_ctrl,gamma_ctrl,t_gamma_ctrl,beta_mkt,t_mkt,vif,r2,r2_adj,n
XLE,OIL,0.008848006522391904,15.249665534795932,4.0452919056386234e-42,5.833230224382018e-06,0.028679661508828603,0.1548166751583689,1.4398169828768828,1.183430746661986,0.5188045145283204,0.5062317108699155,433.0
XLE,DXY,-0.0007520587442424116,-1.2916228561228333,0.19719643162164924,-0.0008184137351473568,-2.7610192257878117,0.1548166751583689,1.4398169828768828,1.1494493811202349,0.5188045145283204,0.5062317108699155,433.0
XLE,VIX,-0.004173739367335659,-3.64871539744794,0.00029664754458146427,-0.00022239035152112177,-2.0306931792906284,0.1548166751583689,1.4398169828768828,4.813289771298518,0.5188045145283204,0.5062317108699155,433.0
XLE,US10Y,0.001841066175450869,1.2401853671334768,0.21559759470357023,0.00043192061775911483,0.557433612297125,0.1548166751583689,1.4398169828768828,8.101432801780527,0.5188045145283204,0.5062317108699155,433.0
XLE,T10Y2Y,-0.0007519489532612103,-0.5168246193184376,0.6055499803395306,-0.00014409508142680191,-0.19111689418295677,0.1548166751583689,1.4398169828768828,7.645855262787723,0.5188045145283204,0.5062317108699155,433.0
XLE,US2Y,,,,,,,,,,,
XLV,OIL,-0.0007928162462585165,-1.5543148759942185,0.12086071503220576,-9.890468783575992e-05,-0.5531378260400565,0.14623805610695617,1.5470399863385025,1.183430746661986,0.24651675572822518,0.22682954507029274,433.0
XLV,DXY,-0.0005139375673333153,-1.0040281721077897,0.31594175376976386,-0.0003686918138587619,-1.4148538939993571,0.14623805610695617,1.5470399863385025,1.1494493811202349,0.24651675572822518,0.22682954507029274,433.0
XLV,VIX,-0.0030542780831162527,-3.0372099746893757,0.0025362956762092154,-0.00013318330999623304,-1.3833425993217254,0.14623805610695617,1.5470399863385025,4.813289771298518,0.24651675572822518,0.22682954507029274,433.0
XLV,US10Y,-0.0012737149379178927,-0.9759802378447279,0.3296347164255429,0.001481202893831464,2.174479645072644,0.14623805610695617,1.5470399863385025,8.101432801780527,0.24651675572822518,0.22682954507029274,433.0
XLV,T10Y2Y,-0.00018007554235590482,-0.14078654261157428,0.8881059106913054,-0.0014044285415704947,-2.118854559390625,0.14623805610695617,1.5470399863385025,7.645855262787723,0.24651675572822518,0.22682954507029274,433.0
XLV,US2Y,,,,,,,,,,,
XLY,OIL,-0.0014066738832091597,-3.6665185215940457,0.00027734460954608055,-1.8769864017644214e-05,-0.13956342043384504,1.1033903441506647,15.519020580669517,1.183430746661986,0.7537250969760311,0.747290360792507,433.0
XLY,DXY,0.0007194580740377391,1.868680361873576,0.06236153151675845,0.00031184018164831577,1.591014620600549,1.1033903441506647,15.519020580669517,1.1494493811202349,0.7537250969760311,0.747290360792507,433.0
XLY,VIX,-0.0004654937271241685,-0.615423493297112,0.5386076123800065,8.954844011783723e-05,1.2366077625054428,1.1033903441506647,15.519020580669517,4.813289771298518,0.7537250969760311,0.747290360792507,433.0
XLY,US10Y,-0.003907959205015088,-3.981189038777353,8.076156685492776e-05,-0.0009739466280473342,-1.900946741856146,1.1033903441506647,15.519020580669517,8.101432801780527,0.7537250969760311,0.747290360792507,433.0
XLY,T10Y2Y,0.003531985062691462,3.671294865993529,0.0002723705302394179,0.0008312330461907482,1.6673174572463743,1.1033903441506647,15.519020580669517,7.645855262787723,0.7537250969760311,0.747290360792507,433.0
XLY,US2Y,,,,,,,,,,,
XLP,OIL,-0.0002067244095298017,-0.43596049704690426,0.6630888466570765,0.00022498022204258783,1.3534734451373318,-0.12084548620641092,-1.3751829632623613,1.183430746661986,0.10713717094382968,0.08380821341504607,433.0
XLP,DXY,-0.0005695360017454966,-1.1968662837981154,0.23203220575891254,-0.0002792452629377515,-1.1527173512872788,-0.12084548620641092,-1.3751829632623613,1.1494493811202349,0.10713717094382968,0.08380821341504607,433.0
XLP,VIX,-0.0032705205933529834,-3.4984207983141893,0.0005178857790132392,7.484799637100352e-05,0.8362748620677959,-0.12084548620641092,-1.3751829632623613,4.813289771298518,0.10713717094382968,0.08380821341504607,433.0
XLP,US10Y,-0.002824712274606254,-2.3282623502127726,0.02037101727363279,0.00018114855228911443,0.2860649035706484,-0.12084548620641092,-1.3751829632623613,8.101432801780527,0.10713717094382968,0.08380821341504607,433.0
XLP,T10Y2Y,0.0015552998305773033,1.3080051485678628,0.19158529460576956,-0.0002358856216265975,-0.3828175911590564,-0.12084548620641092,-1.3751829632623613,7.645855262787723,0.10713717094382968,0.08380821341504607,433.0
XLP,US2Y,,,,,,,,,,,
XLU,OIL,0.001101406174808427,2.2249937829728714,0.026610903173651907,-5.8351392814852846e-06,-0.03362656773933229,0.08550480368698762,0.9320656010951655,1.183430746661986,0.20901852838235702,0.18835155406455628,433.0
XLU,DXY,-0.0005115643200347662,-1.0297946067070478,0.3036976865889729,-0.0003052071859392342,-1.2068622039956896,0.08550480368698762,0.9320656010951655,1.1494493811202349,0.20901852838235702,0.18835155406455628,433.0
XLU,VIX,-0.002815788042142137,-2.885233953888516,0.00411224843732858,-4.2609093934217865e-05,-0.45603384811364195,0.08550480368698762,0.9320656010951655,4.813289771298518,0.20901852838235702,0.18835155406455628,433.0
XLU,US10Y,-0.0034816440639200753,-2.7489572392030834,0.00623579456629687,0.0004991614084083467,0.755086365986365,0.08550480368698762,0.9320656010951655,8.101432801780527,0.20901852838235702,0.18835155406455628,433.0
XLU,T10Y2Y,0.0009363380091864318,0.7543170043038141,0.451080600763447,-0.0008410198884675067,-1.3074425023983602,0.08550480368698762,0.9320656010951655,7.645855262787723,0.20901852838235702,0.18835155406455628,433.0
XLU,US2Y,,,,,,,,,,,
XLI,OIL,-0.0009125635548753559,-2.530310337519025,0.011759706421268801,6.178161725668504e-05,0.4886748198397006,0.8856654280169051,13.251194629996673,1.183430746661986,0.6859602459128338,0.6777549316730266,433.0
XLI,DXY,-0.00020380685886677886,-0.5631168682654543,0.573655075834753,3.749612627187063e-05,0.20350669881692893,0.8856654280169051,13.251194629996673,1.1494493811202349,0.6859602459128338,0.6777549316730266,433.0
XLI,VIX,-4.6322533438890893e-05,-0.06514824968829558,0.9480868878110406,-0.00010561162704125021,-1.5514432248030123,0.8856654280169051,13.251194629996673,4.813289771298518,0.6859602459128338,0.6777549316730266,433.0
XLI,US10Y,0.0006617643426442451,0.7171604836151771,0.47367277327078666,0.0007614941272148085,1.581071681430467,0.8856654280169051,13.251194629996673,8.101432801780527,0.6859602459128338,0.6777549316730266,433.0
XLI,T10Y2Y,-0.000567347842099436,-0.6273357345067996,0.5307792639897253,-0.000957577977326877,-2.043242233664006,0.8856654280169051,13.251194629996673,7.645855262787723,0.6859602459128338,0.6777549316730266,433.0
XLI,US2Y,,,,,,,,,,,
XLB,OIL,8.041223100871506e-05,0.17324415622751593,0.8625427793143544,0.00015184983809777774,0.933256095475098,0.5460498239858461,6.348095111556694,1.183430746661986,0.5245047863019654,0.512080920860924,433.0
XLB,DXY,-0.001481529662870816,-3.1806501747909905,0.0015781566889986524,-0.00040720238093045277,-1.717229846341263,0.5460498239858461,6.348095111556694,1.1494493811202349,0.5245047863019654,0.512080920860924,433.0
XLB,VIX,-0.0027850787521622195,-3.0435030531150105,0.0024849746722505786,-2.9939193035813973e-05,-0.3417354693041175,0.5460498239858461,6.348095111556694,4.813289771298518,0.5245047863019654,0.512080920860924,433.0
XLB,US10Y,-0.001223406311043517,-1.030171470292516,0.30352098287214235,0.00018107160619545157,0.29211991718521263,0.5460498239858461,6.348095111556694,8.101432801780527,0.5245047863019654,0.512080920860924,433.0
XLB,T10Y2Y,8.464620782498106e-05,0.07272503496559471,0.9420594640623652,-0.0003911303423436711,-0.6484746874999767,0.5460498239858461,6.348095111556694,7.645855262787723,0.5245047863019654,0.512080920860924,433.0
XLB,US2Y,,,,,,,,,,,
XLRE,OIL,0.0005697836985348367,1.2904934930153407,0.1975876547977731,0.0002423142215658827,1.565578045331541,0.17421965879963575,2.1292057436112133,1.183430746661986,0.3615463986884001,0.34486471314344136,433.0
XLRE,DXY,-0.0008588165037038669,-1.938274367818741,0.053257917277494744,-0.0007681436076767691,-3.405413527334259,0.17421965879963575,2.1292057436112133,1.1494493811202349,0.3615463986884001,0.34486471314344136,433.0
XLRE,VIX,-0.0030512529289520376,-3.5052886583729674,0.0005050787119347699,6.35366837480979e-05,0.7624016487773052,0.17421965879963575,2.1292057436112133,4.813289771298518,0.3615463986884001,0.34486471314344136,433.0
XLRE,US10Y,-0.004343190633970352,-3.8446517775440485,0.00013937426573976268,0.0003275745899746954,0.5555591918697308,0.17421965879963575,2.1292057436112133,8.101432801780527,0.3615463986884001,0.34486471314344136,433.0
XLRE,T10Y2Y,0.0019086083043355013,1.7238622447867158,0.08546683730626185,-0.0007591974584176663,-1.3232307433972539,0.17421965879963575,2.1292057436112133,7.645855262787723,0.3615463986884001,0.34486471314344136,433.0
XLRE,US2Y,,,,,,,,,,,
XLC,OIL,-0.00014626873424960108,-0.36890977920911205,0.7123804277759913,-4.7109136402241525e-05,-0.3389407818621459,0.8381375731862203,11.406663920508999,1.183430746661986,0.5917316927299515,0.5810643497846533,433.0
XLC,DXY,8.803980663604262e-05,0.22126708607072598,0.8249917536790838,-0.00015123674387650923,-0.7466337544814563,0.8381375731862203,11.406663920508999,1.1494493811202349,0.5917316927299515,0.5810643497846533,433.0
XLC,VIX,0.00032190151851979956,0.4118048614637574,0.6806920366667647,1.1191181721633254e-06,0.014954024808802445,0.8381375731862203,11.406663920508999,4.813289771298518,0.5917316927299515,0.5810643497846533,433.0
XLC,US10Y,-0.003162058617854886,-3.1170294134543455,0.0019520606204276813,-0.00025449026828247193,-0.4806336535874018,0.8381375731862203,11.406663920508999,8.101432801780527,0.5917316927299515,0.5810643497846533,433.0
XLC,T10Y2Y,0.0029973237936415063,3.014687330109307,0.0027280456854825294,0.00036519221142939816,0.7088024485757172,0.8381375731862203,11.406663920508999,7.645855262787723,0.5917316927299515,0.5810643497846533,433.0
XLC,US2Y,,,,,,,,,,,
